App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5920173,HDR,09/11/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922121,HDR,09/29/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922158,HDR,09/29/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5902630,HDR,08/14/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5887437,HDR,07/13/2018,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5918597,HDR,08/27/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5923835,HDR,10/16/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923342,HDR,10/11/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5897237,HDR,08/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922462,HDR,10/02/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924515,HDR,10/23/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923790,HDR,10/15/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5921153,HDR,09/20/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Not Applicable,10/27/2018 12:00:30 PM
5914890,HDR,08/24/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5895548,HDR,08/09/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5899279,HDR,08/13/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5894759,HDR,08/08/2018,Denied,10/01/2018,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5917357,HDR,08/26/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923321,HDR,10/11/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/27/2018 12:00:30 PM
5888926,HDR,07/20/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921607,HDR,09/24/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924064,HDR,10/17/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5900498,HDR,08/13/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5923018,HDR,10/09/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5923363,HDR,10/11/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921063,HDR,09/19/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5889582,HDR,07/24/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5892036,HDR,08/02/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921056,HDR,09/19/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5888418,HDR,07/18/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5924326,HDR,10/20/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5922329,HDR,10/01/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5920389,HDR,09/12/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923826,HDR,10/15/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922885,HDR,10/06/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5922400,HDR,10/02/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5891089,HDR,07/31/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5899487,HDR,08/13/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5889328,HDR,07/23/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5893482,HDR,08/06/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,10/27/2018 12:00:30 PM
5900575,HDR,08/13/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5895477,HDR,08/08/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5892601,HDR,08/03/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5893315,HDR,08/06/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5892959,HDR,08/05/2018,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5896708,HDR,08/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5919766,HDR,09/06/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921387,HDR,09/22/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5919285,HDR,08/31/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5919403,HDR,09/01/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5920689,HDR,09/15/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5919417,HDR,09/02/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921640,HDR,09/25/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923780,HDR,10/15/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5922098,HDR,09/28/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5924638,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921302,HDR,09/21/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920201,HDR,09/11/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5905350,HDR,08/17/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921447,HDR,09/23/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923681,HDR,10/15/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5892963,HDR,08/05/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5895169,HDR,08/08/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5921036,HDR,09/19/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5921167,HDR,09/20/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5920790,HDR,09/17/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920599,HDR,09/14/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923320,HDR,10/11/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5904275,HDR,08/14/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/27/2018 12:00:30 PM
5901599,HDR,08/13/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5920598,HDR,09/14/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5888479,HDR,07/19/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5894586,HDR,08/08/2018,Denied,09/26/2018,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5895444,HDR,08/08/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5898515,HDR,08/11/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5922503,HDR,10/02/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921481,HDR,09/24/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921152,HDR,09/19/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923422,HDR,10/11/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5890245,HDR,07/27/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5897684,HDR,08/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921603,HDR,09/24/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924321,HDR,10/20/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922194,HDR,09/30/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921751,HDR,09/26/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5909565,HDR,08/20/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923419,HDR,10/11/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5904954,HDR,08/16/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5919262,HDR,08/30/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924303,HDR,10/20/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924014,HDR,10/17/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921405,HDR,09/22/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921046,HDR,09/19/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922649,HDR,10/03/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5904931,HDR,08/16/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924837,HDR,10/26/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5888423,HDR,07/18/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5915920,HDR,08/25/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5895473,HDR,08/08/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923901,HDR,10/16/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923501,HDR,10/12/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5923097,HDR,10/09/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5924298,HDR,10/20/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924674,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923627,HDR,10/14/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924478,HDR,10/22/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921899,HDR,09/27/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924455,HDR,10/22/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924583,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5893160,HDR,08/06/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923184,HDR,10/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5923187,HDR,10/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923432,HDR,10/11/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5916063,HDR,08/25/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5920488,HDR,09/13/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/27/2018 12:00:30 PM
5889565,HDR,07/24/2018,Pending Fitness Interview,10/29/2018,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5897728,HDR,08/10/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923201,HDR,10/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5911102,HDR,08/21/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922707,HDR,10/04/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5924015,HDR,10/17/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5920948,HDR,09/18/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/27/2018 12:00:30 PM
5890466,HDR,07/28/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5921485,HDR,09/24/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5909451,HDR,08/20/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5889272,HDR,07/23/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922894,HDR,10/06/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5900915,HDR,08/13/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5899726,HDR,08/13/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5920930,HDR,09/18/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5890209,HDR,07/27/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5901109,HDR,08/13/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5893215,HDR,08/06/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923832,HDR,10/16/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5920920,HDR,09/18/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922393,HDR,10/01/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5922441,HDR,10/02/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5924108,HDR,10/18/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5923634,HDR,10/14/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923818,HDR,10/15/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5924781,HDR,10/25/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5904702,HDR,08/15/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923156,HDR,10/09/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5919904,HDR,09/07/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5919111,HDR,08/29/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923640,HDR,10/14/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5890935,HDR,07/30/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/27/2018 12:00:30 PM
5923226,HDR,10/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed,10/27/2018 12:00:30 PM
5890395,HDR,07/27/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5922719,HDR,10/04/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5902739,HDR,08/14/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5890426,HDR,07/27/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5903933,HDR,08/14/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5913546,HDR,08/23/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/27/2018 12:00:30 PM
5892401,HDR,08/03/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921600,HDR,09/24/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5900245,HDR,08/13/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,10/27/2018 12:00:30 PM
5887271,HDR,07/13/2018,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5920915,HDR,09/18/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/27/2018 12:00:30 PM
5921632,HDR,09/25/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
5901622,HDR,08/13/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921136,HDR,09/19/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921916,HDR,09/27/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5921753,HDR,09/26/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5922963,HDR,10/08/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5909225,HDR,08/19/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923962,HDR,10/17/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/27/2018 12:00:30 PM
5920111,HDR,09/10/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924336,HDR,10/21/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921345,HDR,09/21/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5924532,HDR,10/23/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923599,HDR,10/13/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5918579,HDR,08/27/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5923493,HDR,10/12/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5919994,HDR,09/09/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5900760,HDR,08/13/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5921197,HDR,09/20/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,10/27/2018 12:00:30 PM
5895005,HDR,08/08/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/27/2018 12:00:30 PM
5923843,HDR,10/16/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,10/27/2018 12:00:30 PM
5918371,HDR,08/27/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/27/2018 12:00:30 PM
